,Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School,address_composite,lat,lon,osm_address
450,1239106,,Casa dei Bambini Montessori,20211 S UNIVERSITY BLVD ,MISSOURI CITY,TX,77459,FORT BEND,281-261-2272,Licensed Center - Child Care Program,Full Permit,3/14/2011,231,,773468,,Y,Y,Y,Y,"20211 S UNIVERSITY BLVD , FORT BEND County, TX 77459",,,
451,1715421,,Casa Montessori,17307 MEADOW LIGHT DR ,RICHMOND,TX,77407,FORT BEND,832-341-8400,Licensed Child-Care Home,Full Permit,4/22/2021,12,debsahu11@gmail.com,1367653,,N,Y,Y,Y,"17307 MEADOW LIGHT DR , FORT BEND County, TX 77407",29.66367165,-95.68855975147332,"17307, Meadow Light Drive, Richmond, Fort Bend County, Texas, 77407, United States"
452,1714107,,Cassandra Robertson,5406 RIO SABINAS ST ,ROSHARON,TX,77583,BRAZORIA,281-796-8746,Registered Child-Care Home,Registered,11/30/2020,9,,1365545,,Y,Y,Y,Y,"5406 RIO SABINAS ST , BRAZORIA County, TX 77583",29.503317484848484,-95.4166529090909,"5406, Rio Sabinas, Brazoria County, Texas, 77583, United States"
453,1668842,,Cassanya Y. Jackson,23714 SPRINGWOLF DR ,SPRING,TX,77373,HARRIS,832-482-0372,Registered Child-Care Home,Registered,2/1/2018,12,,1299115,,N,Y,Y,Y,"23714 SPRINGWOLF DR , HARRIS County, TX 77373",,,
454,1130606,,Castillo Family Day Care,8010 SWEETSTONE BLUFF LN ,CYPRESS,TX,77433,HARRIS,281-550-8322,Licensed Child-Care Home,Full Permit,9/24/2010,12,,640988,,Y,Y,Y,Y,"8010 SWEETSTONE BLUFF LN , HARRIS County, TX 77433",29.892428000000002,-95.70463022222222,"8010, Sweetstone Bluff Lane, Harris County, Texas, 77433, United States"
455,222667,,Cathedral House,1117 TEXAS ST ,HOUSTON,TX,77002,HARRIS,713-222-2482,Licensed Center - Child Care Program,Full Permit,2/13/1987,136,cathedralhouse@mmschools.org,102813,,Y,Y,Y,Y,"1117 TEXAS ST , HARRIS County, TX 77002",29.759375428571428,-95.36138934693876,"1117, Texas Street, Houston, Harris County, Texas, 77003, United States"
456,502967,,Catherine Rex,1511 PANORAMA VIEW LN ,HOUSTON,TX,77089,HARRIS,281-380-2936,Registered Child-Care Home,Registered,5/27/1999,12,,132343,,Y,Y,Y,Y,"1511 PANORAMA VIEW LN , HARRIS County, TX 77089",29.5843639,-95.2545497,"Panorama View Lane, Pearland, Harris County, Texas, 77581, United States"
457,907948,,Cathy's Candy Land Day Care Center,3309 BROADWAY ST ,PEARLAND,TX,77581,BRAZORIA,281-485-6555,Licensed Center - Child Care Program,Full Permit,9/9/2008,106,cathycandyland@yahoo.com,369100,,Y,Y,Y,Y,"3309 BROADWAY ST , BRAZORIA County, TX 77581",29.548016,-95.234762,"Broadway Street, Pearland, Brazoria County, Texas, 77581, United States"
458,1425666,,Catita's Mini Daycare,4639 HAWK MEADOW DR ,KATY,TX,77449,HARRIS,832-248-0897,Licensed Child-Care Home,Full Permit,9/19/2012,12,,999128,,Y,Y,Y,Y,"4639 HAWK MEADOW DR , HARRIS County, TX 77449",29.839304000000002,-95.71359181632653,"4639, Hawk Meadow Drive, Harris County, Texas, 77449, United States"
459,1573484,,"CBNJ, LLC DBA Kids R Kids #12",2850 COLONIAL LAKES DR ,MISSOURI CITY,TX,77459,FORT BEND,281-261-6442,Licensed Center - Child Care Program,Full Permit,11/12/2015,324,,1187035,,Y,Y,Y,Y,"2850 COLONIAL LAKES DR , FORT BEND County, TX 77459",29.581720591836735,-95.57627991836735,"2850, Colonial Lakes Drive, Missouri City, Fort Bend County, Texas, 77459, United States"
460,1551870,,Cecily Jackson,2706 CHARMING RIVER DR ,SPRING,TX,77373,HARRIS,832-245-2226,Registered Child-Care Home,Registered,12/19/2014,10,,1161439,,Y,Y,Y,Y,"2706 CHARMING RIVER DR , HARRIS County, TX 77373",30.052598513141287,-95.39310589874897,"2706, Charming River Drive, Maple Terrace, Harris County, Texas, 77373, United States"
461,1698357,,Cedar Kids Learning Center,1918 CEDAR DR ,LA MARQUE,TX,77568,GALVESTON,409-877-2409,Licensed Center - Child Care Program,Full Permit,6/2/2020,30,cedarkidslc@gmail.com,1341033,,Y,Y,Y,Y,"1918 CEDAR DR , GALVESTON County, TX 77568",29.36859724489796,-94.97210334693878,"1918, Cedar Drive, La Marque, Galveston County, Texas, 77568, United States"
462,1715936,,Celia Saavedra,7843 FIELDS ST ,HOUSTON,TX,77028,HARRIS,832-902-4569,Registered Child-Care Home,Registered,2/3/2021,8,,1368430,,Y,Y,Y,Y,"7843 FIELDS ST , HARRIS County, TX 77028",29.80880435483871,-95.28521387096774,"7843, Fields Street, Houston, Harris County, Texas, 77028, United States"
463,1688268,,Centerra Ranch Montessori School,23144 CINCO RANCH BLVD STE H,KATY,TX,77494,FORT BEND,281-693-2767,Licensed Center - Child Care Program,Full Permit,3/4/2020,85,,1326718,,Y,Y,Y,Y,"23144 CINCO RANCH BLVD STE H, FORT BEND County, TX 77494",,,
464,1565658,,CENTRAL MONTESSORI SCHOOL,14311 PARK ROW ,HOUSTON,TX,77084,HARRIS,281-254-9020,Licensed Center - Child Care Program,Full Permit,12/14/2015,136,admin@centralmontessorischool.org,1179423,,Y,Y,Y,Y,"14311 PARK ROW , HARRIS County, TX 77084",29.788262890359018,-95.64207447928884,"14311, Park Row, Addicks, Houston, Harris County, Texas, 77084, United States"
465,1566963,,Centro Kids Child Development Center,5621 NORTH FWY # C,HOUSTON,TX,77076,HARRIS,713-742-6726,Licensed Center - Child Care Program,Full Permit,12/18/2015,68,,1180665,,Y,Y,Y,Y,"5621 NORTH FWY # C, HARRIS County, TX 77076",29.84649116740227,-95.39297655390331,"5621, North Freeway, Houston, Harris County, Texas, 77076, United States"
466,1713060,,CEV Athletics Brazilian Jiu Jitsu and MMA,4502 CENTER ST ,DEER PARK,TX,77536,HARRIS,713-447-6646,Licensed Center - Before/After School Program,Initial,5/7/2021,34,,1363701,,N,N,N,Y,"4502 CENTER ST , HARRIS County, TX 77536",29.6694134,-95.12314359999999,"4502, Center Street, Deer Park, Harris County, Texas, 77536, United States"
467,539829,,Challenger Elementary After School Program,9434 HUGHES RANCH RD ,PEARLAND,TX,77584,BRAZORIA,281-485-6805,Licensed Center - School Age Program,Full Permit,4/20/1999,80,,158185,,N,N,Y,Y,"9434 HUGHES RANCH RD , BRAZORIA County, TX 77584",29.569704199999997,-95.36656376770267,"Challenger Elementary, 9434, Hughes Ranch Road, Pearland, Brazoria County, Texas, 77584, United States"
468,1235306,,Champion Kids Academy,3031 VALLEY SPRING TRL ,KATY,TX,77449,HARRIS,281-646-0837,Licensed Child-Care Home,Full Permit,4/6/2011,12,,768668,,N,Y,Y,Y,"3031 VALLEY SPRING TRL , HARRIS County, TX 77449",29.811429959490287,-95.72456500295331,"3031, Valley Spring Trail, Sundown Glen, Harris County, Texas, 77449, United States"
469,1620502,,Champions Learning Academy,17155 OLD LOUETTA RD ,HOUSTON,TX,77070,HARRIS,281-257-8775,Licensed Center - Child Care Program,Full Permit,8/24/2016,184,,1238325,,Y,Y,Y,Y,"17155 OLD LOUETTA RD , HARRIS County, TX 77070",30.014515,-95.566277,"17155, Old Louetta Road, Louetta, Harris County, Texas, 77070, United States"
470,1683419,,Champions Montessori School,16715 CHAMPION DR ,SPRING,TX,77379,HARRIS,281-257-2700,Licensed Center - Child Care Program,Full Permit,11/16/2018,175,,1319891,,N,Y,Y,Y,"16715 CHAMPION DR , HARRIS County, TX 77379",30.0068103,-95.5483807,"Champion Drive, Champion Forest, Harris County, Texas, 77379, United States"
471,874141,,Chan Tran Tram,6638 BELLAIRE GARDENS DR ,HOUSTON,TX,77072,HARRIS,832-858-2379,Registered Child-Care Home,Registered,6/15/2007,12,,317412,,Y,Y,Y,Y,"6638 BELLAIRE GARDENS DR , HARRIS County, TX 77072",29.705118063782383,-95.61345071560459,"6638, Bellaire Gardens Drive, Houston, Harris County, Texas, 77072, United States"
472,502257,,Chandra Cooksey,1201 S FENNER AVE ,CLEVELAND,TX,77327,LIBERTY,281-258-9034,Registered Child-Care Home,Registered,8/17/1993,12,ccooksey457@yahoo.com,131859,,Y,Y,Y,Y,"1201 S FENNER AVE , LIBERTY County, TX 77327",30.330188,-95.082622,"1201, South Fenner Avenue, Cleveland, Liberty County, Texas, 77327, United States"
473,1511246,,Chanh Nguyen,6227 BRIAR TERRACE DR ,HOUSTON,TX,77072,HARRIS,,Registered Child-Care Home,Registered,4/4/2013,12,,1107010,,N,Y,Y,Y,"6227 BRIAR TERRACE DR , HARRIS County, TX 77072",29.713250636363636,-95.56949,"6227, Briar Terrace Drive, Houston, Harris County, Texas, 77072, United States"
474,1507017,,Channelview Head Start,16102 RIDLON ST ,CHANNELVIEW,TX,77530,HARRIS,713-696-1852,Licensed Center - Child Care Program,Full Permit,6/13/2013,71,hsoperations@hcde-texas.org,1101923,,N,N,Y,Y,"16102 RIDLON ST , HARRIS County, TX 77530",29.79016857680122,-95.11532905339891,"16102, Ridlon Avenue, Channelview, Harris County, Texas, 77530, United States"
475,1430087,,Channelview I S D Children's Center,911 SHELDON RD ,CHANNELVIEW,TX,77530,HARRIS,281-860-3810,Licensed Center - Child Care Program,Full Permit,3/19/2012,170,,1004870,,Y,Y,Y,Y,"911 SHELDON RD , HARRIS County, TX 77530",29.79163206374156,-95.12465185014155,"911, Sheldon Road, Channelview, Harris County, Texas, 77530, United States"
476,223030,,Chapelwood United Methodist SC,11140 GREENBAY ST ,HOUSTON,TX,77024,HARRIS,713-465-4657,Licensed Center - Child Care Program,Full Permit,3/24/1987,425,dwalker@chapelwoodschool.org,102879,,N,Y,Y,N,"11140 GREENBAY ST , HARRIS County, TX 77024",29.762654,-95.51022,"11140, Greenbay Street, Piney Point Village, Harris County, Texas, 77024, United States"
477,244701,,Chapelwood Weekday Ministries,300 WILLOW DR ,LAKE JACKSON,TX,77566,BRAZORIA,979-297-1320,Licensed Center - Child Care Program,Full Permit,6/23/1989,105,preschool@chapelwoodumc.org,107010,,Y,Y,Y,Y,"300 WILLOW DR , BRAZORIA County, TX 77566",29.042917,-95.42781340909092,"300, Willow Drive, Ross, Lake Jackson, Brazoria County, Texas, 77566, United States"
478,249204,,CHARITY SHELBY,8671 PEARL POINT ST ,HOUSTON,TX,77044,HARRIS,281-459-1105,Registered Child-Care Home,Registered,8/30/1989,12,,108528,,Y,Y,Y,Y,"8671 PEARL POINT ST , HARRIS County, TX 77044",29.8507495896143,-95.20162264652757,"8671, Pearl Point Street, Houmont Park, Harris County, Texas, 77044, United States"
479,836501,,Charlene  Ebinola,6042 LYNDHURST DR ,HOUSTON,TX,77033,HARRIS,713-483-0399,Registered Child-Care Home,Registered,4/20/2004,12,,244543,,Y,Y,Y,Y,"6042 LYNDHURST DR , HARRIS County, TX 77033",29.667328392083327,-95.32627603830704,"6042, Lyndhurst Drive, Houston, Harris County, Texas, 77033, United States"
480,1628196,,Charlene Audrey Nealy,3722 PANTANO CT ,MISSOURI CITY,TX,77459,FORT BEND,281-881-8117,Registered Child-Care Home,Registered,6/17/2016,12,,1247707,,Y,Y,Y,Y,"3722 PANTANO CT , FORT BEND County, TX 77459",29.54771695170411,-95.51743602291522,"3722, Pantano Court, Missouri City, Fort Bend County, Texas, 77459, United States"
481,1553653,,Charlotte's Little Angels Learning Academy,5410 MAYWOOD DR ,HOUSTON,TX,77053,FORT BEND,832-781-8391,Licensed Center - Child Care Program,Full Permit,4/24/2015,30,,1163523,,Y,Y,Y,Y,"5410 MAYWOOD DR , FORT BEND County, TX 77053",29.5983572403823,-95.46333746530698,"5410, Maywood Street, Houston, Fort Bend County, Texas, 77053, United States"
482,552335,,Chau Lieu Pham,6123 RAY DR ,PASADENA,TX,77505,HARRIS,281-919-8505,Registered Child-Care Home,Registered,8/21/2000,12,,167925,,Y,Y,Y,Y,"6123 RAY DR , HARRIS County, TX 77505",29.657020375,-95.146491125,"6123, Ray Drive, Country Briar, Pasadena, Harris County, Texas, 77505, United States"
483,1313406,,Chau Ngoc Tran,9506 ALMEDA BEND CT ,HOUSTON,TX,77075,HARRIS,281-745-2754,Registered Child-Care Home,Registered,5/23/2011,12,,865629,,Y,Y,Y,Y,"9506 ALMEDA BEND CT , HARRIS County, TX 77075",29.626501040816326,-95.24573034693879,"9506, Almeda Bend Court, Houston, Harris County, Texas, 77075, United States"
484,824429,,Cheryl R Crawford,906 N KAUFMAN DR ,DEER PARK,TX,77536,HARRIS,281-476-9133,Registered Child-Care Home,Registered,2/24/2003,12,crawfstoy@aol.com,219242,,N,N,N,N,"906 N KAUFMAN DR , HARRIS County, TX 77536",29.693868765957447,-95.11504298936171,"906, North Kaufman Drive, Deer Park, Harris County, Texas, 77536, United States"
485,1354007,,Chi Thi Tran,3510 WOODCREEK GLEN LN ,HOUSTON,TX,77073,HARRIS,281-443-6517,Registered Child-Care Home,Registered,8/22/2011,12,,916070,,Y,Y,Y,Y,"3510 WOODCREEK GLEN LN , HARRIS County, TX 77073",30.017189000000002,-95.3839925,"3510, Woodcreek Glen Lane, Harris County, Texas, 77073, United States"
486,1645994,,Chi Tran,13730 ANWAR DR ,HOUSTON,TX,77083,HARRIS,832-436-3236,Registered Child-Care Home,Registered,1/24/2017,12,,1268678,,Y,Y,Y,Y,"13730 ANWAR DR , HARRIS County, TX 77083",29.702584807668796,-95.62706979151,"13730, Anwar Drive, Harris County, Texas, 77083, United States"
487,1390608,,Chianna Barnes,8859 CHELSWORTH DR ,HOUSTON,TX,77083,FORT BEND,346-773-7221,Registered Child-Care Home,Registered,12/19/2011,12,newageeinsteins@gmail.com,958711,,Y,Y,Y,Y,"8859 CHELSWORTH DR , FORT BEND County, TX 77083",29.681599738875196,-95.64962665643299,"8859, Chelsworth Drive, Fort Bend County, Texas, 77083, United States"
488,859216,,CHIEN THI NGUYEN,15723 SWANDALE LN ,HOUSTON,TX,77095,HARRIS,281-463-5722,Registered Child-Care Home,Registered,5/15/2006,12,,292707,,Y,Y,Y,Y,"15723 SWANDALE LN , HARRIS County, TX 77095",29.91226469386379,-95.64345911463255,"15723, Swandale Lane, Harris County, Texas, 77095, United States"
489,1122986,,Chien Thi Nguyen,401 GREEN CEDAR DR ,LEAGUE CITY,TX,77573,GALVESTON,832-606-0264,Registered Child-Care Home,Registered,5/17/2010,12,,631009,,Y,N,N,Y,"401 GREEN CEDAR DR , GALVESTON County, TX 77573",29.495157102999194,-95.13114393903119,"401, Green Cedar Drive, Cedar Landing, League City, Galveston County, Texas, 77573, United States"
490,401916,,Child Enrichment Center,20555 KINGSLAND BLVD ,KATY,TX,77450,HARRIS,281-579-9232,Licensed Center - Child Care Program,Full Permit,12/7/1990,187,,117029,,Y,Y,Y,Y,"20555 KINGSLAND BLVD , HARRIS County, TX 77450",29.77520955,-95.72765144527534,"Kingsland Baptist Church, 20555, Kingsland Boulevard, Katy, Harris County, Texas, 77450, United States"
491,1673713,,Child Foundation Academy,15016 LINDITA DR ,HOUSTON,TX,77083,HARRIS,281-594-8809,Licensed Center - Child Care Program,Full Permit,10/22/2018,95,,1305834,,Y,Y,Y,Y,"15016 LINDITA DR , HARRIS County, TX 77083",29.69108075,-95.6498031875,"15016, Lindita Drive, Harris County, Texas, 77083, United States"
492,1509737,,Childhood Seasons Learning Academy,779 NORMANDY ST # 100,HOUSTON,TX,77015,HARRIS,713-453-6316,Licensed Center - Child Care Program,Full Permit,8/7/2013,87,,1105444,,Y,Y,Y,Y,"779 NORMANDY ST # 100, HARRIS County, TX 77015",,,
493,1522886,,Childhood Seasons Learning Academy #2,717 NORMANDY ST STE C,HOUSTON,TX,77015,HARRIS,713-451-5889,Licensed Center - Child Care Program,Full Permit,2/20/2014,100,,1121371,,Y,Y,Y,Y,"717 NORMANDY ST STE C, HARRIS County, TX 77015",29.784400098456068,-95.20426761970639,"717, Normandy Street, Harris County, Texas, 77015, United States"
494,1692937,,Children Are Our Future,2304 TEXAS PKWY ,MISSOURI CITY,TX,77489,FORT BEND,281-301-4240,Licensed Center - Child Care Program,Full Permit,1/8/2020,85,mb.cccs@yahoo.com,1333528,,Y,Y,Y,Y,"2304 TEXAS PKWY , FORT BEND County, TX 77489",29.59343407156551,-95.52674852019129,"2304, Texas Parkway, Missouri City, Fort Bend County, Texas, 77489, United States"
495,1698679,,Children First,3329 PALM ST ,HOUSTON,TX,77004,HARRIS,832-491-0757,Licensed Child-Care Home,Full Permit,2/1/2021,12,,1341556,,Y,Y,Y,Y,"3329 PALM ST , HARRIS County, TX 77004",29.716069,-95.36461471428571,"3329, Palm Street, Houston, Harris County, Texas, 77004, United States"
496,556420,,Children of Joy,7550 CROWNRIDGE DR ,THE WOODLANDS,TX,77382,MONTGOMERY,936-242-1826,Licensed Center - Child Care Program,Full Permit,2/21/2002,88,preschool@cojpreschool.org,171189,,N,Y,Y,Y,"7550 CROWNRIDGE DR , MONTGOMERY County, TX 77382",30.21084824576825,-95.5189806669076,"7550, Crownridge Drive, Spring Hill, Alden Bridge, The Woodlands, Montgomery County, Texas, 77382, United States"
497,1680717,,Children Today,4204 YALE ST ,HOUSTON,TX,77018,HARRIS,713-696-2948,Licensed Center - Child Care Program,Full Permit,2/20/2019,60,ChildrenToday@yahoo.com,1315660,,Y,Y,Y,Y,"4204 YALE ST , HARRIS County, TX 77018",29.82315175,-95.39790038781223,"Booker T Washington High School, 4204, Yale Street, Independence Heights, Houston, Harris County, Texas, 77246, United States"
498,1714652,,Children Today @ Lamar High School,3325 WESTHEIMER RD ,HOUSTON,TX,77098,HARRIS,832-880-1777,Licensed Center - Child Care Program,Full Permit,5/6/2021,126,,1366478,,Y,Y,Y,Y,"3325 WESTHEIMER RD , HARRIS County, TX 77098",29.742523,-95.413923,"Westheimer Road, Houston, Harris County, Texas, 77098, United States"
499,547770,810.0,Children's  Courtyard,9144 LOUETTA RD ,SPRING,TX,77379,HARRIS,281-655-0028,Licensed Center - Child Care Program,Full Permit,7/7/2000,304,louetta@childrenscourtyard.com,164372,,Y,Y,Y,Y,"9144 LOUETTA RD , HARRIS County, TX 77379",30.0206171,-95.5246728,"Louetta Road, Harris County, Texas, 77379, United States"
500,819285,,Children's Center At Brazosport College,500 COLLEGE DR ,LAKE JACKSON,TX,77566,BRAZORIA,979-230-3463,Licensed Center - Child Care Program,Full Permit,8/19/2002,150,cewebster4@msn.com,209928,,Y,Y,Y,Y,"500 COLLEGE DR , BRAZORIA County, TX 77566",29.4157367,-95.2575196,"College Drive, Alvin, Brazoria County, Texas, 77511, United States"
501,1716285,,Children's Center of Excellence and Daycare,12609 S GESSNER RD ,HOUSTON,TX,77071,HARRIS,832-773-4697,Licensed Center - Child Care Program,Initial,1/29/2021,81,childrenscenterofexcellence@gmail.com,1368959,,Y,Y,Y,Y,"12609 S GESSNER RD , HARRIS County, TX 77071",29.6374269,-95.530595,"South Gessner Road, Houston, Harris County, Texas, 77071, United States"
502,1535287,,Children's Choice Learning Center,6010 BROADWAY ST ,PEARLAND,TX,77581,BRAZORIA,281-997-2211,Licensed Center - Child Care Program,Full Permit,4/29/2014,166,info@cclcpearland.com,1138636,,Y,Y,Y,Y,"6010 BROADWAY ST , BRAZORIA County, TX 77581",29.548016,-95.234762,"Broadway Street, Pearland, Brazoria County, Texas, 77581, United States"
503,1691316,,Children's Choice Learning Center - East,3605 SUNSET MEADOWS DR ,PEARLAND,TX,77581,BRAZORIA,281-992-4615,Licensed Center - Child Care Program,Full Permit,7/7/2020,115,,1331308,,Y,Y,Y,Y,"3605 SUNSET MEADOWS DR , BRAZORIA County, TX 77581",29.538059695754658,-95.22318070587389,"3605, Sunset Meadows Drive, Sunset Meadows, Pearland, Brazoria County, Texas, 77581, United States"
504,1691540,,Children's Choice Learning Center - Fresno,12402 HIGHWAY 6 ,FRESNO,TX,77545,FORT BEND,281-431-0888,Licensed Center - Child Care Program,Full Permit,12/17/2019,152,info@yourcclc.com,1331584,,Y,Y,Y,Y,"12402 HIGHWAY 6 , FORT BEND County, TX 77545",,,
505,1695763,,Children's Club House Daycare & Learning Center,1610 MAIN ST ,DANBURY,TX,77534,BRAZORIA,979-308-4464,Licensed Center - Child Care Program,Full Permit,8/20/2019,106,,1337293,,Y,Y,Y,Y,"1610 MAIN ST , BRAZORIA County, TX 77534",29.230035718120803,-95.34761476510067,"1610, Main Street, Danbury, Brazoria County, Texas, 77534, United States"
506,552186,810.0,Children's Courtyard,8401 KUYKENDAHL RD ,THE WOODLANDS,TX,77382,MONTGOMERY,281-298-3715,Licensed Center - Child Care Program,Full Permit,3/6/2001,144,3054@childrenscourtyard.com,167797,,Y,Y,Y,Y,"8401 KUYKENDAHL RD , MONTGOMERY County, TX 77382",30.206624,-95.526731,"8401, Kuykendahl Road, Alden Bridge, The Woodlands, Montgomery County, Texas, 77382, United States"
507,553482,810.0,Children's Courtyard,10505 SIX PINES DR ,THE WOODLANDS,TX,77380,MONTGOMERY,281-367-1334,Licensed Center - Child Care Program,Full Permit,7/9/2001,272,six_pines@childrenscourtyard.com,168823,,Y,Y,Y,Y,"10505 SIX PINES DR , MONTGOMERY County, TX 77380",30.154650916396943,-95.46184936477951,"10505, Six Pines Drive, Avana Six Pines Apartments, Grogan's Mill, The Woodlands, Montgomery County, Texas, 77380, United States"
508,1720876,,Children's Happy Place,2802 WISNER CIR ,HOUSTON,TX,77014,HARRIS,832-446-3276,Licensed Child-Care Home,Initial,5/24/2021,12,,1376798,,N,Y,Y,Y,"2802 WISNER CIR , HARRIS County, TX 77014",29.967929982826316,-95.4647742420515,"2802, Wisner Circle, Harris County, Texas, 77014, United States"
509,1670437,,Children's Hour Montessori,1913 SOUTHWEST FWY STE B,HOUSTON,TX,77098,HARRIS,713-667-6698,Licensed Center - Child Care Program,Full Permit,8/30/2018,44,childrenshourmonte@gmail.com,1301339,,Y,Y,Y,Y,"1913 SOUTHWEST FWY STE B, HARRIS County, TX 77098",29.731246022185186,-95.40835915648435,"1913, Southwest Freeway, Houston, Harris County, Texas, 77098, United States"
510,1404126,,Children's Island Paradise Daycare,11501 N SAM HOUSTON PKWY E ,HUMBLE,TX,77396,HARRIS,832-282-5115,Licensed Center - Child Care Program,Full Permit,7/6/2012,68,,974388,,Y,Y,Y,Y,"11501 N SAM HOUSTON PKWY E , HARRIS County, TX 77396",29.9400076,-95.3029028,"North Sam Houston Parkway East, Houston, Harris County, Texas, 77396, United States"
511,1400166,,Children's Learning Adventure Child Care Center,10001 BROADWAY ST ,PEARLAND,TX,77584,BRAZORIA,832-271-7100,Licensed Center - Child Care Program,Full Permit,8/6/2012,646,inquirestexas@childrenslearningadventure.com,969628,,Y,Y,Y,Y,"10001 BROADWAY ST , BRAZORIA County, TX 77584",29.556135677571636,-95.37732736712269,"10001, Broadway Street, Shadow Creek Ranch, Pearland, Brazoria County, Texas, 77584, United States"
512,1508184,,Children's Learning Adventure Child Care Center,1255 E LEAGUE CITY PKWY ,LEAGUE CITY,TX,77573,GALVESTON,480-315-7900,Licensed Center - Child Care Program,Full Permit,8/9/2013,339,inquirestexas@childrenlearningadventure.com,1103462,,Y,Y,Y,Y,"1255 E LEAGUE CITY PKWY , GALVESTON County, TX 77573",29.493199,-95.079455,"League City Parkway, League City, Galveston County, Texas, 77573, United States"
513,1522046,,Children's Learning Adventure Child Care Center,9340 N SAM HOUSTON PKWY E ,HUMBLE,TX,77396,HARRIS,480-315-7900,Licensed Center - Child Care Program,Full Permit,1/15/2014,514,inquiriestexas@childrenslearningadventure.com,1120233,,Y,Y,Y,Y,"9340 N SAM HOUSTON PKWY E , HARRIS County, TX 77396",29.9400076,-95.3029028,"North Sam Houston Parkway East, Houston, Harris County, Texas, 77396, United States"
514,1686553,,Children's Learning Center,14500 RICHMOND AVE ,HOUSTON,TX,77082,HARRIS,832-230-1353,Licensed Center - Child Care Program,Full Permit,8/22/2019,103,Selinozdogan@hotmail.com,1324520,,Y,Y,Y,Y,"14500 RICHMOND AVE , HARRIS County, TX 77082",29.729207,-95.645541,"14500, Richmond Avenue, Houston, Harris County, Texas, 77082, United States"
515,1682127,,Children's Lighthouse,19607 CLAY RD ,KATY,TX,77449,HARRIS,281-492-2688,Licensed Center - Child Care Program,Full Permit,10/16/2018,340,,1317936,,Y,Y,Y,Y,"19607 CLAY RD , HARRIS County, TX 77449",29.8312847,-95.7370007,"Clay Road, Harris County, Texas, 77449, United States"
516,891130,,Children's Lighthouse at Grand Mission,7307 GRAND MISSION BLVD ,RICHMOND,TX,77407,FORT BEND,281-232-7733,Licensed Center - Child Care Program,Full Permit,7/16/2008,233,gm@childrenslighthouse.com,347918,,Y,Y,Y,Y,"7307 GRAND MISSION BLVD , FORT BEND County, TX 77407",29.698057053689787,-95.7185635828706,"7307, Grand Mission Boulevard, Adobe Bluff, Fort Bend County, Texas, 77407, United States"
517,1360687,,Children's Lighthouse at WoodCreek,26051 KINGSLAND BLVD ,KATY,TX,77494,FORT BEND,281-392-2211,Licensed Center - Child Care Program,Full Permit,2/1/2012,226,woodcreek@childrenslighthouse.com,923789,,Y,Y,Y,Y,"26051 KINGSLAND BLVD , FORT BEND County, TX 77494",29.76662,-95.82863764640736,"26051, Kingsland Boulevard, Katy, Fort Bend County, Texas, 77494, United States"
518,1621559,,Children's Lighthouse Cross Creek Ranch,5740 FM 1463 RD ,FULSHEAR,TX,77441,FORT BEND,281-394-9696,Licensed Center - Child Care Program,Full Permit,2/17/2017,238,,1239564,,Y,Y,Y,Y,"5740 FM 1463 RD , FORT BEND County, TX 77441",29.7155967,-95.8461769,"FM 1463, Fulshear, Fort Bend County, Texas, 77441, United States"
519,1715787,,Children's Lighthouse of Oak Forest,2109 W 34TH ST ,HOUSTON,TX,77018,HARRIS,713-588-0263,Licensed Center - Child Care Program,Full Permit,6/8/2021,268,oakforest@childrenslighthouse.com,1368168,,Y,Y,Y,Y,"2109 W 34TH ST , HARRIS County, TX 77018",29.817158639328927,-95.43682075937062,"2109, West 34th Street, Houston, Harris County, Texas, 77018, United States"
520,1649972,,"Children's Lighthouse of the Woodlands, LLC",5585 CREEKSIDE FOREST DR ,SPRING,TX,77389,HARRIS,832-698-2735,Licensed Center - Child Care Program,Full Permit,9/11/2017,125,,1273939,,Y,Y,Y,Y,"5585 CREEKSIDE FOREST DR , HARRIS County, TX 77389",30.145155,-95.5484433,"Creekside Forest Drive, Creekside Park, The Woodlands, Harris County, Texas, United States"
521,1638486,,Children's Universe of Lake Conroe,14545 HIGHWAY 105 W ,CONROE,TX,77304,MONTGOMERY,936-447-2852,Licensed Center - Child Care Program,Full Permit,4/20/2017,247,,1260196,,Y,Y,Y,Y,"14545 HIGHWAY 105 W , MONTGOMERY County, TX 77304",,,
522,1638529,,Children's Universe of Magnolia,32915 FM 2978 RD ,MAGNOLIA,TX,77354,MONTGOMERY,281-252-3742,Licensed Center - Child Care Program,Full Permit,3/7/2017,226,,1260258,,Y,Y,Y,Y,"32915 FM 2978 RD , MONTGOMERY County, TX 77354",30.21509955355325,-95.56798180372793,"32915, FM 2978, Laurelwoode, Egypt, Montgomery County, Texas, 77354, United States"
523,1697169,,Children's Way Learning Station,6023 SOMERSET VALLEY DR ,RICHMOND,TX,77407,FORT BEND,832-616-1469,Licensed Child-Care Home,Full Permit,3/1/2020,12,,1339222,,Y,Y,Y,Y,"6023 SOMERSET VALLEY DR , FORT BEND County, TX 77407",29.679193074159574,-95.74453686185986,"6023, Somerset Valley Drive, Fort Bend County, Texas, 77407, United States"
